ncrs,time,latitude,longitude,nv,crs,lat_bnds,lon_bnds,NDVI,TIMEOFDAY,QA,MASK,NDVI_smth1,NDVI_smth1_ds,NDVI_smth2,NDVI_smth2_dl
0,1982-12-19,41.02499771118164,-104.17499542236328,1,-32767.0,40.999996,-104.149994,0.0971,2019-12-30 21:36:00.001373291,24706.0,1.0,0.1202634365700437,0.1202634365700437,0.12303578678862276,0.12295470688408221
0,1982-12-19,41.02499771118164,-104.125,0,-32767.0,41.05,-104.15,0.1099,2019-12-30 21:36:00.001373291,24706.0,1.0,0.13018603558721267,0.13018603558721267,0.13509098769731,0.12605049850778055
0,1982-12-19,41.02499771118164,-104.125,1,-32767.0,40.999996,-104.1,0.1099,2019-12-30 21:36:00.001373291,24706.0,1.0,0.13018603558721267,0.13018603558721267,0.13509098769731,0.12605049850778055
0,1982-12-19,41.02499771118164,-104.07499694824219,0,-32767.0,41.05,-104.1,0.1151,2019-12-30 21:36:00.001373291,24706.0,1.0,0.16454348624376725,0.16454348624376725,0.15819964376027834,0.13371093391339306
0,1982-12-19,41.02499771118164,-104.07499694824219,1,-32767.0,40.999996,-104.049995,0.1151,2019-12-30 21:36:00.001373291,24706.0,1.0,0.16454348624376725,0.16454348624376725,0.15819964376027834,0.13371093391339306
0,1982-12-19,41.02499771118164,-104.02499389648438,0,-32767.0,41.05,-104.049995,0.1122,2019-12-30 21:36:00.001373291,24706.0,1.0,0.17466096766726,0.17466096766726,0.16499186450181735,0.1369738617873161
0,1982-12-19,41.02499771118164,-104.02499389648438,1,-32767.0,40.999996,-103.99999,0.1122,2019-12-30 21:36:00.001373291,24706.0,1.0,0.17466096766726,0.17466096766726,0.16499186450181735,0.1369738617873161
0,1982-12-20,41.224998474121094,-104.2249984741211,0,-32767.0,41.25,-104.25,0.0797,2019-12-30 21:23:59.998626708,16514.0,1.0,0.12495633737234571,0.12495633737234571,0.1272315218421509,0.12997430228955506
0,1982-12-20,41.224998474121094,-104.2249984741211,1,-32767.0,41.199997,-104.2,0.0797,2019-12-30 21:23:59.998626708,16514.0,1.0,0.12495633737234571,0.12495633737234571,0.1272315218421509,0.12997430228955506
0,1982-12-20,41.224998474121094,-104.17499542236328,0,-32767.0,41.25,-104.2,0.0773,2019-12-30 21:23:59.998626708,16514.0,1.0,0.10106315455064963,0.10106315455064963,0.11099283187241656,0.1282016024390909
0,1982-12-20,41.224998474121094,-104.17499542236328,1,-32767.0,41.199997,-104.149994,0.0773,2019-12-30 21:23:59.998626708,16514.0,1.0,0.10106315455064963,0.10106315455064963,0.11099283187241656,0.1282016024390909
0,1982-12-20,41.224998474121094,-104.125,0,-32767.0,41.25,-104.15,0.0932,2019-12-30 21:23:59.998626708,16514.0,1.0,0.10821124968710608,0.10821124968710608,0.11667655561988816,0.1229923356639971
0,1982-12-20,41.224998474121094,-104.125,1,-32767.0,41.199997,-104.1,0.0932,2019-12-30 21:23:59.998626708,16514.0,1.0,0.10821124968710608,0.10821124968710608,0.11667655561988816,0.1229923356639971
0,1982-12-20,41.224998474121094,-104.07499694824219,0,-32767.0,41.25,-104.1,0.0967,2019-12-30 21:23:59.998626708,16514.0,1.0,0.1129563588455511,0.1129563588455511,0.12085606535348449,0.12048727932234087
0,1982-12-20,41.224998474121094,-104.07499694824219,1,-32767.0,41.199997,-104.049995,0.0967,2019-12-30 21:23:59.998626708,16514.0,1.0,0.1129563588455511,0.1129563588455511,0.12085606535348449,0.12048727932234087
0,1982-12-20,41.224998474121094,-104.02499389648438,0,-32767.0,41.25,-104.049995,0.0857,2019-12-30 21:23:59.998626708,24706.0,1.0,0.10961594319393764,0.10961594319393764,0.11312821735430824,0.1320417982844248
0,1982-12-20,41.224998474121094,-104.02499389648438,1,-32767.0,41.199997,-103.99999,0.0857,2019-12-30 21:23:59.998626708,24706.0,1.0,0.10961594319393764,0.10961594319393764,0.11312821735430824,0.1320417982844248
